Code,Nom,S3REnR,Taux d'affection des capacités réservées,X,Y,Puissance des projets en service du S3REnR en cours,Puissance des projets en développement du S3REnR en cours,Capacité d'accueil réservée au titre du S3REnR qui resteàaffecter,Puissance EnR déjé raccordée,Puissance des projets EnR en développement,Capacité réservée aux EnR au titre du S3REnR,Attention: la valeur de la capacité réservée a été modifiée sur ce poste,Quote-Part unitaire actualisée,Attention : Le S3REnR de la région est saturé,dont la convention de raccordement est signée,"Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de transport ","Travaux RTE indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible",RTE - Capacité d'accueil en HTB2,RTE - Capacité d'accueil en HTB1,"Capacité d'accueil réservée au titre du S3REnR, restante sans travaux sur le poste source",Puissance cumulée des transformateurs existants,Nombre de transformateurs supplémentaires possible,Nombre de transformateurs existants,Consommation minimale,Tension aval,Tension amont,"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible",Puissance en file d'attente,Puissance en file d'attente hors S3REnR majorée de la capacité réservée du S3REnR,Capacité de transformation HTB/HTA restante disponible pour l'injection sur le réseau public de distribution,"Travaux indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible","Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de distribution en HTB",GRDHTB - Capacité d'accueil en HTB2,GRDHTB - Capacité d'accueil en HTB1,ratio_congestion_sous_tirage,RAM_sous_tirage,projet_injection,ratio_congestion_injection,RAM_injection,min_RAM,geo_point_2d,lat,lon
ANGRE,ANGRESSE,NOUVELLE-AQUITAINE,77%,347281.25,6294144.0,4.1,3.7,1.4,11.2,4.0,9.2,15/10/2024 : +2 MW depuis SOUSTONS,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,1.4,108.0,,3.0,14.7,21.0,63.0,,4.0,9.4,107.6,,,,,68,34.559999999999995,24.6,22,83.928,34.559999999999995,"43.65826117152624, -1.3737572667221307",43.65826117152624,-1.3737572667221307
ANNAY,ANNAY,BOURGOGNE-FRANCHE-COMTé,61%,772181.6,6737401.0,1.5,3.9,0.0,20.4,29.1,4.8,Transfert(s) de capacité : -2 MW le 13/01/2023  et transfert de capacité notifié le 19/07/2024 de 0.6 MW  et  Notifié le 06/12/2024 : +0.2 MW,72.71 k€/MW,,0.0,0.0,,0.0, <= 0.0MW,0.8,99.0,,2.0,2.0,21.0,63.0,Renforcement d'un transformateur de 20 en 36 MVA,29.1,31.4,68.6,,,,,10,89.10000000000001,80.9,100,0.0,0.0,"47.73305813043529, 3.9632392225560964",47.73305813043529,3.9632392225560964
ANNEM,ANNEMASSE,AUVERGNE-RHONE-ALPES,41%,949310.2,6569971.5,0.9,1.0,9.0,2.9,1.0,10.9,Transfert de -3MW le 29/08/23,41.11 k€/MW,,0.0,10.4,Sans Objet,0.0, > 15.0MW,9.0,108.0,,3.0,13.6,20.0,63.0,,1.0,10.9,117.6,,,,,62,41.04,14.8,12,103.488,41.04,"46.18362661133346, 6.233104634312213",46.18362661133346,6.233104634312213
ANNEY,ANNEYRON,AUVERGNE-RHONE-ALPES,41%,845745.3,6465016.5,2.0,9.3,0.8,4.7,12.8,12.1,Trsfrt +4MW le 22/05/24,41.11 k€/MW,,0.0,0.0,Augmentation de la capacité de transit de la liaison 63kV GIVORS BAN - AMPUIS - REVENTIN,0.0, <= 0.0MW,0.0,36.0,,1.0,4.7,21.0,63.0,,12.8,15.6,23.2,,,,,65,12.6,33.1,100,0.0,0.0,"45.26874598023462, 4.858517553561721",45.26874598023462,4.858517553561721
ANOUL,ANOULD,GRAND-EST,78%,994212.7,6794523.0,0.4,0.6,0.9,1.3,0.6,1.9,18/11/2024 : -0.62 MW,81.82 k€/MW,Non,0.0,2.1,.,0.0, > 15.0MW,0.8,40.0,,2.0,3.6,21.0,63.0,,0.6,1.8,41.6,,,,,45,22.0,3.7,8,38.272000000000006,22.0,"48.184767736798975, 6.960332486685136",48.184767736798975,6.960332486685136
ANSER,ANSEREUILLES(LES),HAUTS-DE-FRANCE,54%,695613.8,7050737.5,0.1,0.5,21.9,2.4,0.9,22.5,!,75.29 k€/MW,0.0,0.0,0.0,,0.0, > 15.0MW,1.9,80.0,,2.0,7.1,21.0,227.0,,0.9,22.9,83.7,,,,,44,44.8,26.2,31,57.753,44.8,"50.553538369226736, 2.937795119515767",50.553538369226736,2.937795119515767
ANSTA,ANSTAING,HAUTS-DE-FRANCE,54%,713029.4,7056655.0,0.1,1.0,2.8,3.3,1.5,3.9,!,75.29 k€/MW,0.0,0.0,0.0,,, > 15.0MW,2.8,108.0,,3.0,12.4,20.0,90.0,,1.5,4.4,115.6,,,,,57,46.440000000000005,9.2,7,107.50799999999998,46.440000000000005,"50.60641030265305, 3.1839278382138554",50.60641030265305,3.1839278382138554
ANTIB,ANTIBES,PROVENCE-ALPES-COTE-D'AZUR,17%,1031168.1,6284723.5,0.3,0.0,19.7,1.6,0.0,20.0,_,76.07 k€/MW,,0.0,19.9,,0.0,,19.7,210.0,,3.0,20.7,21.0,227.0,,0.0,20.0,229.1,,,,,49,107.1,21.6,9,208.481,107.1,"43.584243112942566, 7.101402117018981",43.584243112942566,7.101402117018981
ANTIF,ANTIFER,HAUTE-NORMANDIE,97%,494839.88,6954695.5,0.5,0.0,0.5,0.8,0.0,1.0,,12.40 k€/MW,,0.0,0.8,,0.0, > 15.0MW,0.5,30.0,,2.0,2.0,21.0,90.0,,0.0,1.0,31.2,,,,,33,20.1,1.8,5,29.639999999999997,20.1,"49.65864340942785, 0.16005581957483025",49.65864340942785,0.16005581957483025
AOSTE,AOSTE,AUVERGNE-RHONE-ALPES,41%,903590.56,6501571.0,3.2,8.8,6.6,10.2,12.8,18.6,Trsfrt -3.8 MW le 11/07/24,41.11 k€/MW,,0.0,13.6,Sans Objet,0.0, > 15.0MW,6.6,108.0,,3.0,15.0,21.0,63.0,,13.9,23.7,98.9,,,,,69,33.480000000000004,46.7,47,52.41700000000001,33.480000000000004,"45.58384797169057, 5.6114679234559235",45.58384797169057,5.6114679234559235
ARACH,ARACHES,AUVERGNE-RHONE-ALPES,41%,981130.2,6552851.0,0.0,0.0,3.9,0.0,0.0,3.9,--,41.11 k€/MW,,0.0,3.2,Augmentation de la capacité de transit de la liaison 225kV Passy Pressy,0.0, > 15.0MW,3.1,56.0,,2.0,5.5,21.0,63.0,,0.0,3.9,61.4,,,,,49,28.56,3.9,6,57.715999999999994,28.56,"46.01719023224985, 6.635070635036262",46.01719023224985,6.635070635036262
ARBOI,ARBOIS,BOURGOGNE-FRANCHE-COMTé,61%,909475.3,6648141.5,1.2,3.2,0.0,4.3,3.4,4.0,Transfert de capacité notifié le 19/07/2024 de -16 MW,72.71 k€/MW,,0.0,0.0,,0.0, <= 0.0MW,15.6,40.0,,2.0,4.5,21.0,63.0,,11.4,28.2,28.8,,,,,56,17.599999999999998,35.9,100,0.0,0.0,"46.90107627965223, 5.75337326689234",46.90107627965223,5.75337326689234
ARBRE,L ARBRESLE,AUVERGNE-RHONE-ALPES,41%,824697.06,6526279.5,1.9,3.9,6.7,7.8,3.9,12.5,--,41.11 k€/MW,,0.0,10.9,Sans Objet,0.0, > 15.0MW,6.7,72.0,,2.0,8.9,21.0,63.0,,3.9,12.5,69.2,,,,,61,28.08,24.2,34,45.672,28.08,"45.824888772864746, 4.606315932280051",45.824888772864746,4.606315932280051
ARC18,ARC 1800,AUVERGNE-RHONE-ALPES,41%,994812.06,6504784.0,0.0,0.0,9.2,4.3,0.1,9.2,--,41.11 k€/MW,,0.0,3.2,Augmentation de la capacité de transit de la liaison 225kV Passy Pressy,0.0, <= 0.0MW,3.2,72.0,,2.0,7.8,21.0,63.0,,0.1,9.3,79.5,,,,,54,33.12,13.7,17,65.985,33.12,"45.578925157765816, 6.781829055224098",45.578925157765816,6.781829055224098
ARCAC,ARCACHON,NOUVELLE-AQUITAINE,77%,370013.75,6404033.0,0.0,0.0,1.2,0.0,0.0,1.2,.,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,1.2,72.0,,2.0,5.7,16.0,62.0,,0.0,1.2,77.2,,,,,39,43.92,1.2,1,76.428,43.92,"44.65684188949053, -1.163437907228721",44.65684188949053,-1.163437907228721
ARCHI,ARCHINGEAY,NOUVELLE-AQUITAINE,77%,412944.25,6542105.0,0.9,5.2,7.9,4.6,26.9,14.0,10/10/2024 : -15 MW vers FARRADIERE | 25/07/2024 : -4 MW vers AULNAY,89.94 k€/MW,,0.0,0.0,,, <= 0.0MW,26.9,72.0,,2.0,2.5,21.0,90.0,,26.9,54.7,42.9,,,,,17,59.76,86.2,100,0.0,0.0,"45.91775634287169, -0.7045780878508751",45.91775634287169,-0.7045780878508751
ARCIS,ARCIS-SUR-AUBE,GRAND-EST,78%,782306.1,6826408.0,5.4,14.5,1.7,11.6,16.7,21.6,28/12/2023 : +8.1 MW.. 18/11/2024 : +12.48 MW,81.82 k€/MW,Non,0.0,0.0,.,0.0, <= 0.0MW,2.2,108.0,,3.0,6.0,21.0,63.0, ,16.7,24.2,85.6,,,,,27,78.84,52.5,61,33.384,33.384,"48.5329951505688, 4.11500264927591",48.5329951505688,4.11500264927591
ARDOI,ARDOISE,OCCITANIE,35%,836387.94,6333379.0,0.2,0.7,30.1,5.4,0.7,31.0,_,81.6 k€/MW,,0.0,0.0,Restructuration du réseau autour du poste déArdoise,0.0, <= 0.0MW,0.0,280.0,,4.0,8.1,20.0,225.0,Renforcement d'un transformateur HTB/HTA,0.7,31.0,282.0,,,,,14,240.8,37.1,13,245.34,240.8,"44.08635128486235, 4.70336858951097",44.08635128486235,4.70336858951097
ARENC,ARENC,PROVENCE-ALPES-COTE-D'AZUR,17%,892069.8,6249854.0,0.0,3.0,38.0,1.9,3.1,41.0,_,76.07 k€/MW,,0.0,39.8,,0.0,,38.0,220.0,,4.0,22.2,20.0,227.0,,3.1,41.1,237.1,,,,,50,110.0,46.1,19,192.051,110.0,"43.32187865269929, 5.366767210909503",43.32187865269929,5.366767210909503
ARGE5,ARGENTAT,NOUVELLE-AQUITAINE,77%,617694.5,6445586.0,2.8,5.9,8.5,9.9,7.2,17.2,28/06/2024 : -2 MW vers BECHE,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,10.5,55.0,,3.0,3.5,15.0,90.0,,7.2,18.5,41.4,,,,,31,37.95,35.6,85,6.210000000000001,6.210000000000001,"45.10476483236913, 1.9529914665041666",45.10476483236913,1.9529914665041666
ARGE6,ARGENTEUIL,ILE DE FRANCE,70%,644368.56,6870871.0,0.3,0.1,0.9,1.3,0.1,1.3,,1.83 k€/MW,,0.0,1.3,,0.0, > 15.0MW,0.9,749.0,,11.0,20.0,10.0,227.0,,0.1,1.3,767.7,,,,,13,651.63,2.7,0,767.7,651.63,"48.93554777039878, 2.2403650895667413",48.93554777039878,2.2403650895667413
ARGE8,ARGENTAN,BASSE-NORMANDIE,83%,478732.8,6853467.5,6.3,2.3,23.0,5.2,3.0,31.6,,11.94 k€/MW,,0.0,18.0, ,0.0, > 15.0MW,23.0,72.0,,2.0,5.6,16.0,89.0,,20.0,49.3,52.4,,,,,38,44.64,57.5,100,0.0,0.0,"48.74304385056723, -0.009413443881888962",48.74304385056723,-0.009413443881888962
ARGEN,L ARGENTIERE,PROVENCE-ALPES-COTE-D'AZUR,17%,981434.8,6416467.0,0.3,0.2,12.5,1.1,0.2,13.0,_,76.07 k€/MW,,0.0,0.0,travaux poste de Champagnier,0.0, <= 0.0MW,12.5,72.0,,2.0,2.3,20.0,63.0,,0.2,13.0,73.1,,,,,15,61.2,14.3,19,59.211,59.211,"44.790751107086564, 6.559687192350459",44.790751107086564,6.559687192350459
ARGIE,ARGIESANS,BOURGOGNE-FRANCHE-COMTé,61%,986462.8,6729281.0,0.8,0.3,0.0,1.8,0.3,1.0,Transfert de capacité notifié le 19/07/2024 de -14 MW,72.71 k€/MW,,0.0,0.0,,0.0, > 15.0MW,13.9,56.0,,2.0,4.9,15.0,63.0,,1.5,16.2,57.6,,,,,43,31.92,18.3,31,39.744,31.92,"47.60182426428035, 6.814015118356898",47.60182426428035,6.814015118356898
ARGOE,ARGOEUVES,HAUTS-DE-FRANCE,54%,645942.75,6982428.0,0.0,0.4,3.3,56.600002,88.6,3.7,!,75.29 k€/MW,0.0,0.0,0.0,,0.0, > 15.0MW,14.8,306.0,,4.0,10.0,15.0,225.0,,34.6,49.4,280.1,,,,,16,257.03999999999996,194.600002,69,86.83100000000002,86.83100000000002,"49.939630173743495, 2.249977665894693",49.939630173743495,2.249977665894693
ARLAN,L ARLANDE,AUVERGNE-RHONE-ALPES,41%,962094.2,6512935.0,1.8,2.2,10.7,5.6,2.7,14.7,Trsf de -4 MW le 30/09/24,41.11 k€/MW,,0.0,4.4,Sans Objet,0.0, <= 0.0MW,2.0,72.0,,2.0,10.4,21.0,63.0,,2.7,15.2,74.0,,,,,72,20.160000000000004,23.5,31,51.059999999999995,20.160000000000004,"45.66563344905579, 6.367050463216171",45.66563344905579,6.367050463216171
ARLES,ARLES,PROVENCE-ALPES-COTE-D'AZUR,17%,832989.3,6286188.0,0.2,3.8,15.0,4.7,3.9,19.0,_,76.07 k€/MW,,0.0,18.9,,, <= 0.0MW,15.0,108.0,,3.0,9.7,20.0,63.0,,17.3,32.5,95.7,,,,,44,60.48,41.1,42,55.50600000000001,55.50600000000001,"43.66213443807288, 4.648670691409003",43.66213443807288,4.648670691409003
ARLOD,ARLOD,AUVERGNE-RHONE-ALPES,41%,917643.56,6559158.5,1.7,13.9,5.3,5.2,15.0,20.9,--,41.11 k€/MW,,0.0,0.0,Sans Objet,0.0, > 15.0MW,0.0,72.0,,2.0,8.5,21.0,63.0,,15.0,22.0,60.2,,,,,59,29.520000000000003,42.2,70,18.06,18.06,"46.09727110352182, 5.8177329805245295",46.09727110352182,5.8177329805245295
ARMEN,ARMENTIERES,HAUTS-DE-FRANCE,54%,692779.3,7064895.0,0.7,2.0,3.1,4.2,2.0,5.8,!,75.29 k€/MW,0.0,0.0,0.0,,0.0,,3.1,220.0,,6.0,16.5,15.0,227.0,,2.0,5.8,230.2,,,,,37,138.6,12.0,5,218.68999999999997,138.6,"50.680821160178674, 2.8985076370909897",50.680821160178674,2.8985076370909897
ARNAG,ARNAGE,PAYS-DE-LA-LOIRE,24%,489701.16,6761637.0,1.0,4.4,3.6,5.6,7.8,9.0,2024-09-09 : -2 MW vers FERTE-BERNARD (LA),45.09 k€/MW,,0.0,9.0,,0.0, > 15.0MW,1.6,392.0,,6.0,12.0,20.0,227.0,,7.8,12.4,390.6,,,,,15,333.2,25.799999999999997,6,367.164,333.2,"47.92149011058146, 0.18376093352259548",47.92149011058146,0.18376093352259548
ARNOU,ARNOULT,NOUVELLE-AQUITAINE,77%,401355.8,6531703.0,1.3,8.4,8.7,4.4,8.4,18.4,07/03/2023 : -10 MW vers THOU (LE) | 04/03/2024 : -0 MW vers PATRAS,89.94 k€/MW,,0.0,0.0,,, <= 0.0MW,3.7,20.0,,1.0,2.8,21.0,90.0,Mutation d'un transformateur de 20 en 36 MVA,8.4,13.4,10.0,,,,,70,6.000000000000001,26.200000000000003,100,0.0,0.0,"45.81992412227392, -0.8474079536290571",45.81992412227392,-0.8474079536290571
ARPAJ,ARPAJON,ILE DE FRANCE,70%,645020.94,6833265.0,2.0,0.3,1.0,1.7,0.3,3.3,,1.83 k€/MW,,0.0,3.3,,0.0, > 15.0MW,1.1,102.0,,3.0,10.8,21.0,90.0,,0.3,3.3,111.0,,,,,52,48.96,5.3,4,106.56,48.96,"48.59728353778102, 2.254329490744272",48.59728353778102,2.254329490744272
ARPEN,ARPENTS (LES),CENTRE,91%,581098.1,6846676.5,0.2,1.6,0.2,1.5,12.6,2.0,2024-10-01 : +1 MW depuis POIRIER,62.75 k€/MW,,0.0,0.0,,0.0, > 15.0MW,0.2,72.0,,2.0,5.4,21.0,89.0,,12.6,13.0,63.3,,,,,37,45.36,27.1,42,36.714000000000006,36.714000000000006,"48.709575403668055, 1.3841267527666277",48.709575403668055,1.3841267527666277
ARRAS,ARRAS,HAUTS-DE-FRANCE,54%,683073.1,7023266.0,0.3,0.9,17.8,3.0,14.2,19.0,!,75.29 k€/MW,0.0,0.0,0.0,,, > 15.0MW,17.8,148.0,,5.0,13.9,15.0,89.0,,14.2,32.3,144.7,,,,,46,79.92,49.5,34,95.50199999999998,79.92,"50.30699680668517, 2.7629698453388047",50.30699680668517,2.7629698453388047
ARRIO,ARRIOSSE,NOUVELLE-AQUITAINE,77%,375547.7,6290576.0,9.6,3.3,4.9,14.5,3.7,17.8,.,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,5.0,40.0,,2.0,3.5,21.0,63.0,,3.7,18.2,25.3,,,,,43,22.800000000000004,36.4,100,0.0,0.0,"43.639886676967485, -1.021580510359399",43.639886676967485,-1.021580510359399
ARSOT,ARSOT,BOURGOGNE-FRANCHE-COMTé,61%,989387.8,6736117.5,1.2,0.7,1.1,3.4,0.7,3.0,Transfert de capacité(s) : Notifié le 06/12/2024 de -4 MW,72.71 k€/MW,,0.0,0.0,,0.0, > 15.0MW,5.1,72.0,,2.0,6.3,21.0,63.0,,1.9,8.2,73.1,,,,,43,41.040000000000006,12.3,16,61.404,41.040000000000006,"47.66186655437195, 6.856835722481911",47.66186655437195,6.856835722481911
ARUDY,ARUDY,NOUVELLE-AQUITAINE,77%,419494.3,6228396.0,2.7,3.2,0.0,5.7,3.3,4.4,10/08/2023 : +2 MW depuis PAU-NORD,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.6,40.0,,2.0,3.9,21.0,63.0,,3.3,6.5,34.9,,,,,48,20.8,15.5,44,19.544,19.544,"43.09983008111881, -0.44382146537977835",43.09983008111881,-0.44382146537977835
ARVER,ARVERT,NOUVELLE-AQUITAINE,77%,380054.8,6524793.0,0.9,0.2,5.2,2.6,0.5,6.3,04/07/2024 : -2 MW vers SAUJON,89.94 k€/MW,,0.0,0.0,,, <= 0.0MW,7.1,36.0,,1.0,4.1,21.0,90.0,,0.5,6.6,37.0,,,,,56,15.839999999999998,9.7,26,27.38,15.839999999999998,"45.74952842299937, -1.1469815197616668",45.74952842299937,-1.1469815197616668
ARVIE,ARVIEU,OCCITANIE,35%,673351.1,6342881.0,2.3,13.8,21.9,22.4,24.8,38.0,-,81.6 k€/MW,,0.0,24.8,-,0.0, <= 0.0MW,1.9,72.0,,2.0,2.3,20.0,63.0,Ajout d'un transformateur de 36 MVA,24.8,49.0,27.1,,,,,15,61.2,96.2,100,0.0,0.0,"44.184482198705275, 2.6660166649004555",44.184482198705275,2.6660166649004555
ASPR5,ASPRES,OCCITANIE,35%,688521.4,6161155.0,0.0,14.1,51.9,18.8,16.4,66.0,_,81.6 k€/MW,,0.0,46.8,Renforcement transformation Baixas,, <= 0.0MW,0.0,56.0,,2.0,5.7,21.0,62.0,Ajout d'un transformateur de 36 MVA + Mutation d'un transformateur de 20 en 36 MVA,16.4,68.3,26.6,,,,,50,28.0,103.5,100,0.0,0.0,"42.550485493635854, 2.85987426290352",42.550485493635854,2.85987426290352
ASTIL,ASTILLE,PAYS-DE-LA-LOIRE,24%,410332.75,6769139.0,0.3,1.0,1.7,4.9,2.5,3.0,!,45.09 k€/MW,,0.0,0.0,Renforcement liaison 90 kV LAVAL-ZASTILLE. LS 90 kV DERVAL-ISSE. Création poste NORD-LOIRE-ATLANTIQUE 225/90/20 kV,, <= 0.0MW,0.0,20.0,,1.0,2.8,21.0,90.0,,2.5,4.5,15.4,,,,,70,6.000000000000001,11.9,77,3.542,3.542,"47.95863804467578, -0.8823881450906503",47.95863804467578,-0.8823881450906503
ATHEL,ATHELIA,PROVENCE-ALPES-COTE-D'AZUR,17%,911887.75,6238851.5,0.5,1.1,18.4,3.9,1.1,20.0,_,76.07 k€/MW,,0.0,20.0,,, <= 0.0MW,18.4,128.0,,4.0,9.8,15.0,63.0,,1.1,20.0,132.7,,,,,38,79.36,25.0,18,108.814,79.36,"43.212824976315844, 5.594639845329672",43.212824976315844,5.594639845329672
ATTAQ,LES ATTAQUES,HAUTS-DE-FRANCE,54%,623418.8,7092230.5,0.0,1.5,22.3,0.9,1.5,23.8,!,75.29 k€/MW,0.0,0.0,0.0,,0.0, > 15.0MW,22.3,72.0,,2.0,3.8,21.0,89.0,,1.5,23.8,73.4,,,,,26,53.28,26.2,35,47.71000000000001,47.71000000000001,"50.92111305162336, 1.913820649207247",50.92111305162336,1.913820649207247
AUBAG,AUBAGNE,PROVENCE-ALPES-COTE-D'AZUR,17%,910411.06,6246387.5,0.7,0.8,18.5,6.0,1.2,20.0,_,76.07 k€/MW,,0.0,20.0,,, <= 0.0MW,18.5,138.0,,4.0,9.6,15.0,63.0,,1.2,20.4,140.4,,,,,34,91.07999999999998,27.6,19,113.72400000000002,91.07999999999998,"43.28556814272569, 5.591405504199343",43.28556814272569,5.591405504199343
AUBE6,AUBERVILLIERS,ILE DE FRANCE,70%,655263.0,6868470.0,0.0,0.0,0.0,0.1,0.0,,,1.83 k€/MW,,0.0,0.0,,0.0, <= 0.0MW,0.0,330.0,,7.0,9.4,15.0,225.0,Création d'un poste source 225/20 kV,0.0,0.0,339.3,,,,,14,283.8,0.1,0,339.3,283.8,"48.91160784125022, 2.368282133860408",48.91160784125022,2.368282133860408
AUBEN,AUBENAS,AUVERGNE-RHONE-ALPES,41%,811394.5,6390248.0,0.9,9.4,32.7,11.1,9.5,43.0,--,41.11 k€/MW,,0.0,0.0,Création du transformateur déphaseur de Montgros et augmentation des capacités de transit de la boucle 225kV Sud Ardéche. Création d'un poste 400/225kVàLogisneuf,0.0, <= 0.0MW,0.0,72.0,,2.0,7.5,21.0,63.0,,9.5,43.1,58.9,,,,,52,34.56,63.7,100,0.0,0.0,"44.60233379896752, 4.403816052167788",44.60233379896752,4.403816052167788
AUBER,AUBERVILLE,HAUTE-NORMANDIE,97%,525062.5,6939473.5,0.6,1.0,2.4,1.5,1.0,4.0,,12.40 k€/MW,,0.0,3.8,,0.0, > 15.0MW,2.4,40.0,,2.0,4.2,21.0,89.0,,1.0,4.0,41.7,,,,,52,19.2,6.5,15,35.445,19.2,"49.53016241493606, 0.5844032547158798",49.53016241493606,0.5844032547158798
AUBI5,AUBIGNY,CENTRE,91%,657046.2,6709308.5,2.4,8.7,1.9,5.3,8.7,13.0,2024-06-01 : -1 MW vers VAILLY | 2024-10-01 : -2 MW vers GIEN | 2024-10-01 : -1 MW vers JARGEAU,62.75 k€/MW,,0.0,0.0,,, <= 0.0MW,1.8,56.0,,2.0,5.1,21.0,63.0,,8.7,13.0,47.1,,,,,45,30.800000000000004,27.0,57,20.253000000000004,20.253000000000004,"47.48283940397535, 2.429742161511758",47.48283940397535,2.429742161511758
AUBIG,AUBIGNE,PAYS-DE-LA-LOIRE,24%,437714.06,6684241.5,1.3,26.7,8.0,18.8,30.0,36.0,!,45.09 k€/MW,,0.0,13.0,Remplacement des TR 225/90 kV au poste de DISTRE 225 kV,, > 15.0MW,0.0,72.0,,2.0,7.9,21.0,89.0,,30.0,39.2,31.1,,,,,54,33.12,88.0,100,0.0,0.0,"47.20663885624972, -0.4662420680380274",47.20663885624972,-0.4662420680380274
AUBRE,LES AUBREAUX,NOUVELLE-AQUITAINE,77%,471203.72,6505418.5,0.3,6.6,13.4,1.5,6.6,20.3,08/03/2023 : -1.8 MW vers MONTGUYON | 13/05/2024 : -20 MW vers FLEAC | 04/07/2024 : -2 MW vers CHAVENAT,89.94 k€/MW,,0.0,0.0,!,, <= 0.0MW,31.4,36.0,,1.0,2.6,21.0,90.0,Ajout d'un transformateur de 36 MVA,6.6,33.3,30.5,,,,,36,23.04,41.4,100,0.0,0.0,"45.60957943886466, 0.0638802746102192",45.60957943886466,0.0638802746102192
AUBUS,AUBUSSON,NOUVELLE-AQUITAINE,77%,637310.2,6539618.0,20.9,9.4,0.0,18.3,9.8,29.5,04/07/2024 : -2 MW vers BOUSSAC | 04/07/2024 : -2 MW vers ST-PARDOUX | 06/08/2024 : +2 MW depuis AIRE SUR ADOUR 2,89.94 k€/MW,,0.0,0.0,Création d'un transformateur 225/90 kV de 170 MVA et d'un 2éme jeu de barres 225 kV / Remplacement du TR63x de 70 MVA par un de 170 MVA.,0.0, <= 0.0MW,0.0,40.0,,2.0,4.0,21.0,63.0,Mutation de deux transformateurs de 20 en 36 MVA,9.8,31.9,15.9,,,,,50,20.0,60.0,100,0.0,0.0,"45.95363230469101, 2.1893543753337292",45.95363230469101,2.1893543753337292
AUDIE,AUDIERNE,BRETAGNE,96%,141546.55,6796109.0,1.6,1.0,0.4,2.7,1.1,3.0,Transfert de +2 MW le 23/08/2017,19.94 k€/MW,,0.0,0.0,,, > 15.0MW,0.4,40.0,,2.0,4.1,21.0,62.0,Mutation d'un transformateur de 20 en 36 MVA,1.1,3.1,40.3,,,,,51,19.6,6.9,17,33.449,19.6,"48.02640343790315, -4.503075575928597",48.02640343790315,-4.503075575928597
AULNA,AULNAY-AUX-PLANCHES,GRAND-EST,78%,771261.6,6858007.5,0.5,12.8,2.7,1.3,12.8,16.0,Non,81.82 k€/MW,Non,0.0,2.8,.,0.0, <= 0.0MW,0.0,56.0,,2.0,1.3,21.0,89.0,Mutation d'un transformateur de 20 en 36 MVA,12.8,16.0,43.2,,,,,11,49.84,30.1,69,13.392000000000005,13.392000000000005,"48.81812253121846, 3.9706388189050195",48.81812253121846,3.9706388189050195
AULNO,AULNOYE,HAUTS-DE-FRANCE,54%,758337.3,7011546.0,0.0,1.1,22.8,2.1,1.4,23.9,!,75.29 k€/MW,0.0,0.0,0.0,,0.0, > 15.0MW,2.8,276.0,,3.0,6.3,21.0,227.0,,1.4,24.1,278.8,,,,,11,245.64,27.6,9,253.70800000000003,245.64,"50.199217755148155, 3.8162173470193888",50.199217755148155,3.8162173470193888
AUMAL,AUMALE,HAUTE-NORMANDIE,97%,610570.6,6963890.0,9.8,30.6,0.0,1.9,30.9,36.8,,12.40 k€/MW,,0.0,1.0,Ajout transformateur 225/90 kV au poste de Blocaux,0.0, > 15.0MW,0.0,108.0,,3.0,7.6,21.0,89.0,,30.9,43.5,82.8,,,,,35,70.2,76.3,92,6.623999999999996,6.623999999999996,"49.76772511352525, 1.7595879356737882",49.76772511352525,1.7595879356737882
AUMON,L AUMONE,AUVERGNE-RHONE-ALPES,41%,929210.3,6533795.5,0.6,1.8,8.3,5.0,3.2,10.7,--,41.11 k€/MW,,0.0,10.1,Sans Objet,0.0, > 15.0MW,8.2,72.0,,2.0,9.9,21.0,63.0,,3.2,12.1,73.6,,,,,68,23.039999999999996,20.299999999999997,27,53.727999999999994,23.039999999999996,"45.86513036150926, 5.9553987945091595",45.86513036150926,5.9553987945091595
AUNEA,AUNEAU,CENTRE,91%,609493.25,6816548.5,2.9,29.9,0.7,9.2,29.9,33.5,2023-08-21 : +13 MW depuis EURE-ET-LOIR | 2024-02-22 : +0.5 MW depuis EURE-ET-LOIR | 2024-10-01 : +2 MW depuis EURE-ET-LOIR,62.75 k€/MW,,0.0,0.0,Renouvellement de la ligne 90kV AUNEAU-MALAGUAY,, > 15.0MW,0.0,108.0,,3.0,8.2,21.0,89.0,,29.9,33.5,77.0,,,,,37,68.04,72.6,94,4.6200000000000045,4.6200000000000045,"48.443024502537135, 1.7762351060951005",48.443024502537135,1.7762351060951005
